,Date,Monthly_MSL
1005,1997-07-01,0.006
1006,1997-08-01,0.012
1007,1997-09-01,-0.001
1008,1997-10-01,-0.033
1009,1997-11-01,-0.067
1010,1997-12-01,-0.084
1011,1998-01-01,-0.02
1012,1998-02-01,0.038
1013,1998-03-01,0.023
1014,1998-04-01,-0.006
1015,1998-05-01,0.0
1016,1998-06-01,-0.014
1017,1998-07-01,0.017
1018,1998-08-01,0.018
1019,1998-09-01,0.026
1020,1998-10-01,-0.052
1021,1998-11-01,-0.072
1022,1998-12-01,-0.002
1023,1999-01-01,0.055
1024,1999-02-01,0.112
1025,1999-03-01,0.01
1026,1999-04-01,0.047
1027,1999-05-01,0.016
1028,1999-06-01,0.014
1029,1999-07-01,0.04
1030,1999-08-01,0.041
1031,1999-09-01,0.116
1032,1999-10-01,0.056
1033,1999-11-01,0.063
1034,1999-12-01,0.03
1035,2000-01-01,0.025
1036,2000-02-01,0.02
1037,2000-03-01,0.006
1038,2000-04-01,0.013
1039,2000-05-01,-0.02
1040,2000-06-01,0.059
1041,2000-07-01,0.103
1042,2000-08-01,0.059
1043,2000-09-01,0.034
1044,2000-10-01,0.054
1045,2000-11-01,-0.023
1046,2000-12-01,0.015
1047,2001-01-01,-0.06
1048,2001-02-01,-0.068
1049,2001-03-01,-0.043
1050,2001-04-01,-0.056
1051,2001-05-01,0.04
1052,2001-06-01,-0.088
1053,2001-07-01,-0.002
1054,2001-08-01,0.013
1055,2001-09-01,-0.02
1056,2001-10-01,0.041
1057,2001-11-01,0.067
1058,2001-12-01,0.046
1059,2002-01-01,-0.032
1060,2002-02-01,0.039
1061,2002-03-01,0.002
1062,2002-04-01,0.038
1063,2002-05-01,0.026
1064,2002-06-01,0.084
1065,2002-07-01,0.018
1066,2002-08-01,0.064
1067,2002-09-01,0.05
1068,2002-10-01,0.041
1069,2002-11-01,-0.02
1070,2002-12-01,-0.021
1071,2003-01-01,-0.053
1072,2003-02-01,-0.081
1073,2003-03-01,-0.002
1074,2003-04-01,0.051
1075,2003-05-01,-0.005
1076,2003-06-01,-0.016
1077,2003-07-01,0.003
1078,2003-08-01,0.02
1079,2003-09-01,0.042
1080,2003-10-01,-0.014
1081,2003-11-01,0.032
1082,2003-12-01,0.024
1083,2004-01-01,0.042
1084,2004-02-01,0.043
1085,2004-03-01,0.059
1086,2004-04-01,-0.006
1087,2004-05-01,-0.019
1088,2004-06-01,-0.003
1089,2004-07-01,-0.038
1090,2004-08-01,-0.02
1091,2004-09-01,0.015
1092,2004-10-01,0.011
1093,2004-11-01,0.035
1094,2004-12-01,-0.037
1095,2005-01-01,0.06
1096,2005-02-01,0.098
1097,2005-03-01,0.007
1098,2005-04-01,0.041
1099,2005-05-01,0.042
1100,2005-06-01,0.059
1101,2005-07-01,0.058
1102,2005-08-01,0.031
1103,2005-09-01,0.061
1104,2005-10-01,0.046
1105,2005-11-01,-0.039
1106,2005-12-01,-0.057
1107,2006-01-01,-0.022
1108,2006-02-01,-0.044
1109,2006-03-01,0.023
1110,2006-04-01,0.062
1111,2006-05-01,0.074
1112,2006-06-01,0.005
1113,2006-07-01,-0.03
1114,2006-08-01,0.032
1115,2006-09-01,0.008
1116,2006-10-01,0.041
1117,2006-11-01,0.007
1118,2006-12-01,0.034
1119,2007-01-01,0.053
1120,2007-02-01,-0.009
1121,2007-03-01,0.038
1122,2007-04-01,0.025
1123,2007-05-01,0.161
1124,2007-06-01,0.083
1125,2007-07-01,0.052
1126,2007-08-01,0.032
1127,2007-09-01,0.055
1128,2007-10-01,0.077
1129,2007-11-01,0.038
1130,2007-12-01,-0.024
1131,2008-01-01,0.053
1132,2008-02-01,-0.02
1133,2008-03-01,-0.046
1134,2008-04-01,0.08
1135,2008-05-01,0.041
1136,2008-06-01,0.012
1137,2008-07-01,0.117
1138,2008-08-01,0.105
1139,2008-09-01,0.196
1140,2008-10-01,0.082
1141,2008-11-01,0.033
1142,2008-12-01,-0.029
1143,2009-01-01,-0.089
1144,2009-02-01,-0.067
1145,2009-03-01,0.049
1146,2009-04-01,0.01
1147,2009-05-01,0.037
1148,2009-06-01,0.057
1149,2009-07-01,0.002
1150,2009-08-01,0.084
1151,2009-09-01,0.157
1152,2009-10-01,0.068
1153,2009-11-01,0.11
1154,2009-12-01,0.11
1155,2010-01-01,0.049
1156,2010-02-01,0.064
1157,2010-03-01,-0.014
1158,2010-04-01,0.01
1159,2010-05-01,0.005
1160,2010-06-01,0.062
1161,2010-07-01,0.056
1162,2010-08-01,0.066
1163,2010-09-01,0.125
1164,2010-10-01,0.016
1165,2010-11-01,0.024
1166,2010-12-01,0.002
1167,2011-01-01,-0.031
1168,2011-02-01,-0.061
1169,2011-03-01,-0.022
1170,2011-04-01,-0.004
1171,2011-05-01,0.008
1172,2011-06-01,0.078
1173,2011-07-01,0.081
1174,2011-08-01,0.101
1175,2011-09-01,0.06
1176,2011-10-01,0.038
1177,2011-11-01,0.072
1178,2011-12-01,0.074
1179,2012-01-01,0.022
1180,2012-02-01,0.105
1181,2012-03-01,0.105
1182,2012-04-01,0.088
1183,2012-05-01,0.096
1184,2012-06-01,0.131
1185,2012-07-01,0.081
1186,2012-08-01,0.063
1187,2012-09-01,-0.036
1188,2012-10-01,0.017
1189,2012-11-01,0.144
1190,2012-12-01,0.122
1191,2013-01-01,0.1
1192,2013-02-01,0.096
1193,2013-03-01,0.103
1194,2013-04-01,0.057
1195,2013-05-01,0.076
1196,2013-06-01,0.054
1197,2013-07-01,0.106
1198,2013-08-01,0.077
1199,2013-09-01,0.082
1200,2013-10-01,0.089
1201,2013-11-01,0.112
1202,2013-12-01,0.108
1203,2014-01-01,0.107
1204,2014-02-01,0.13
1205,2014-03-01,0.08
1206,2014-04-01,0.074
1207,2014-05-01,0.116
1208,2014-06-01,0.051
1209,2014-07-01,0.087
1210,2014-08-01,0.125
1211,2014-09-01,0.093
1212,2014-10-01,0.077
1213,2014-11-01,0.106
1214,2015-02-01,0.136
1215,2015-03-01,0.062
1216,2015-04-01,0.096
1217,2015-05-01,0.11
1218,2015-06-01,0.06
1219,2015-07-01,0.086
1220,2015-08-01,0.133
1221,2015-09-01,0.128
1222,2015-10-01,0.204
1223,2015-11-01,0.126
1224,2015-12-01,0.175
1225,2016-01-01,0.191
1226,2016-02-01,0.162
1227,2016-03-01,0.112
1228,2016-04-01,0.144
1229,2016-05-01,0.112
1230,2016-06-01,0.053
1231,2016-07-01,0.057
1232,2016-08-01,0.086
1233,2016-09-01,0.034
1234,2016-10-01,0.146
1235,2016-11-01,0.153
1236,2016-12-01,0.104
1237,2017-01-01,0.122
1238,2017-02-01,0.069
1239,2017-03-01,0.093
1240,2017-04-01,0.16
1241,2017-05-01,0.079
1242,2017-06-01,0.117
1243,2017-07-01,0.127
1244,2017-08-01,0.057
1245,2017-09-01,0.128
1246,2017-10-01,0.141
1247,2017-11-01,0.1
1248,2017-12-01,0.106
1249,2018-01-01,0.079
1250,2018-02-01,0.039
1251,2018-03-01,0.161
1252,2018-04-01,0.084
1253,2018-05-01,0.007
1254,2018-06-01,0.032
1255,2018-07-01,0.08
1256,2018-08-01,0.06
1257,2018-09-01,0.058
1258,2018-10-01,0.029
1259,2018-11-01,0.053
1260,2018-12-01,0.125
1261,2019-01-01,0.106
1262,2019-02-01,0.13
1263,2019-03-01,0.193
1264,2019-04-01,0.127
1265,2019-05-01,0.089
1266,2019-06-01,0.143
1267,2019-07-01,0.163
1268,2019-08-01,0.141
1269,2019-09-01,0.18
1270,2019-10-01,0.235
1271,2019-11-01,0.202
1272,2019-12-01,0.146
1273,2020-01-01,0.133
1274,2020-02-01,0.102
1275,2020-03-01,0.096
1276,2020-04-01,0.141
1277,2020-05-01,0.123
1278,2020-06-01,0.163
1279,2020-07-01,0.14
1280,2020-08-01,0.154
1281,2020-09-01,0.201
1282,2020-10-01,0.193
1283,2020-11-01,0.187
1284,2020-12-01,0.093
1285,2021-01-01,0.087
1286,2021-02-01,0.115
1287,2021-03-01,0.145
1288,2021-04-01,0.145
1289,2021-05-01,0.095
1290,2021-06-01,0.068
1291,2021-07-01,0.098
1292,2021-08-01,0.153
1293,2021-09-01,0.096
1294,2021-10-01,0.089
1295,2021-11-01,0.158
1296,2021-12-01,0.161
1297,2022-01-01,0.192
1298,2022-02-01,0.184
1299,2022-03-01,0.148
1300,2022-04-01,0.158
1301,2022-05-01,0.18
1302,2022-06-01,0.141
1303,2022-07-01,0.112
1304,2022-08-01,0.153
1305,2022-09-01,0.212
1306,2022-10-01,0.18
1307,2022-11-01,0.229
1308,2022-12-01,0.227
1309,2023-01-01,0.162
1310,2023-02-01,0.126
1311,2023-03-01,0.217
1312,2023-04-01,0.202
1313,2023-05-01,0.168
1314,2023-06-01,0.156
1315,2023-07-01,0.133
1316,2023-08-01,0.169
1317,2023-09-01,0.155
1318,2023-10-01,0.215
1319,2023-11-01,0.229
1320,2023-12-01,0.224
1321,2024-01-01,0.146
