Date,Monthly_MSL
1994-09-01,6.794
1994-10-01,6.875
1994-11-01,6.823
1994-12-01,7.004
1995-01-01,7.017
1995-02-01,7.185
1995-03-01,7.139
1995-04-01,7.163
1995-05-01,6.941
1995-06-01,6.869
1995-07-01,6.801
1995-08-01,6.716
1995-09-01,6.686
1995-10-01,6.893
1995-11-01,6.924
1995-12-01,6.566
1996-01-01,6.495
1996-02-01,6.459
1996-03-01,6.542
1996-04-01,6.685
1996-05-01,6.838
1996-06-01,6.862
1996-07-01,6.907
1996-08-01,6.659
1996-09-01,6.544
1996-10-01,6.701
1996-11-01,7.001
1996-12-01,6.755
1997-01-01,6.687
1997-02-01,6.988
1997-03-01,7.05
1997-04-01,7.077
1997-05-01,6.928
1997-06-01,6.797
1997-07-01,6.65
1997-08-01,6.643
1997-09-01,6.928
1997-10-01,7.039
1997-11-01,6.746
1997-12-01,6.611
1998-01-01,6.852
1998-02-01,7.042
1998-03-01,7.134
1998-04-01,6.717
1998-05-01,6.831
1998-06-01,6.878
1998-07-01,6.98
1998-08-01,7.005
1998-09-01,6.85
1998-10-01,6.768
1998-11-01,6.974
1998-12-01,6.802
1999-01-01,6.938
1999-02-01,7.048
1999-03-01,6.915
1999-04-01,6.93
1999-05-01,6.822
1999-06-01,6.781
1999-07-01,6.739
1999-08-01,6.743
1999-09-01,6.656
1999-10-01,6.86
1999-11-01,6.753
1999-12-01,7.097
2000-01-01,7.006
2000-02-01,7.174
2000-03-01,7.153
2000-04-01,6.821
2000-05-01,6.756
2000-06-01,6.928
2000-07-01,6.958
2000-08-01,6.866
2000-09-01,6.648
2000-10-01,6.628
2000-11-01,6.774
2000-12-01,6.847
2001-01-01,6.751
2001-02-01,6.756
2001-03-01,6.791
2001-04-01,6.772
2001-05-01,6.839
2001-06-01,6.936
2001-07-01,6.736
2001-08-01,6.823
2001-09-01,6.921
2001-10-01,6.785
2001-11-01,7.07
2001-12-01,6.798
2002-01-01,6.956
2002-02-01,7.268
2002-03-01,7.256
2002-04-01,6.804
2002-05-01,6.797
2002-06-01,6.795
2002-07-01,6.867
2002-08-01,6.632
2002-09-01,6.641
2002-10-01,6.642
2002-11-01,6.693
2002-12-01,6.338
2003-01-01,6.763
2003-02-01,6.734
2003-03-01,6.651
2003-04-01,6.779
2003-05-01,6.876
2003-06-01,6.916
2003-07-01,6.837
2003-08-01,6.826
2003-09-01,6.797
2003-10-01,6.882
2003-11-01,6.729
2003-12-01,6.855
2004-01-01,6.806
2004-02-01,6.935
2004-03-01,6.837
2004-04-01,6.768
2004-05-01,6.855
2004-06-01,6.942
2004-07-01,6.967
2004-08-01,6.741
2004-09-01,6.911
2004-10-01,6.909
2004-11-01,6.883
2004-12-01,7.003
2005-01-01,7.247
2005-02-01,6.914
2005-03-01,6.712
2005-04-01,6.69
2005-05-01,6.823
2005-06-01,6.906
2005-07-01,6.827
2005-08-01,6.947
2005-09-01,6.793
2005-10-01,6.709
2005-11-01,6.849
2005-12-01,6.774
2006-01-01,6.574
2006-02-01,6.674
2006-03-01,6.633
2006-04-01,6.889
2006-05-01,6.803
2006-06-01,6.855
2006-07-01,6.682
2006-08-01,6.741
2006-09-01,6.843
2006-10-01,6.872
2006-11-01,7.099
2006-12-01,7.094
2007-01-01,7.321
2007-02-01,6.985
2007-03-01,6.954
2007-04-01,6.924
2007-05-01,6.966
2007-06-01,6.812
2007-07-01,6.946
2007-08-01,6.876
2007-09-01,7.018
2007-10-01,6.795
2007-11-01,6.935
2007-12-01,6.907
2008-01-01,6.896
2008-02-01,7.083
2008-03-01,7.25
2008-04-01,6.837
2008-05-01,6.754
2008-06-01,6.755
2008-07-01,6.84
2008-08-01,6.859
2008-09-01,6.65
2008-10-01,6.983
2008-11-01,7.021
2008-12-01,6.883
2009-01-01,6.767
2009-02-01,6.671
2009-03-01,6.817
2009-04-01,6.722
2009-05-01,6.8
2009-06-01,6.858
2009-07-01,6.814
2009-08-01,6.789
2009-09-01,6.841
2009-10-01,6.946
2009-11-01,6.639
2009-12-01,6.739
2010-01-01,6.447
2010-02-01,6.557
2010-03-01,6.846
2010-04-01,6.824
2010-05-01,6.919
2010-06-01,6.859
2010-07-01,6.727
2010-08-01,6.804
2010-09-01,6.793
2010-10-01,6.655
2010-11-01,6.936
2010-12-01,6.649
2011-01-01,6.743
2011-02-01,6.816
2011-03-01,6.717
2011-04-01,6.934
2011-05-01,6.803
2011-06-01,6.923
2011-07-01,6.79
2011-08-01,6.797
2011-09-01,6.914
2011-10-01,6.965
2011-11-01,6.688
2011-12-01,7.177
2012-01-01,7.166
2012-02-01,6.709
2012-03-01,6.926
2012-04-01,6.947
2012-05-01,6.843
2012-06-01,6.882
2012-07-01,6.825
2012-08-01,6.784
2012-09-01,6.977
2012-10-01,6.991
2012-11-01,6.935
2012-12-01,6.695
2013-01-01,6.701
2013-02-01,6.74
2013-03-01,6.52
2013-04-01,6.665
2013-05-01,6.819
2013-06-01,6.754
2013-07-01,6.745
2013-08-01,6.759
2013-09-01,6.744
2013-10-01,6.617
2013-11-01,6.966
2013-12-01,7.048
2014-01-01,6.817
2014-02-01,6.598
2014-03-01,6.872
2014-04-01,6.824
2014-05-01,6.8
2014-06-01,6.743
2014-07-01,6.656
2014-08-01,6.746
2014-09-01,6.649
2014-10-01,6.684
2014-11-01,6.647
2014-12-01,6.743
2015-01-01,7.134
2015-02-01,6.93
2015-03-01,6.86
2015-04-01,6.958
2015-05-01,7.002
2015-06-01,6.974
2015-07-01,6.891
2015-08-01,6.682
2015-09-01,6.689
2015-10-01,6.578
2015-11-01,6.902
2015-12-01,7.147
2016-01-01,6.709
2016-02-01,7.052
2016-03-01,6.788
2016-04-01,6.862
2016-05-01,6.838
2016-06-01,6.673
2016-07-01,6.81
2016-08-01,6.879
2016-09-01,6.741
2016-10-01,6.521
2016-11-01,6.674
2016-12-01,6.869
2017-01-01,6.956
2017-02-01,6.644
2017-03-01,6.907
2017-04-01,6.979
2017-05-01,6.793
2017-06-01,6.928
2017-07-01,6.854
2017-08-01,6.799
2017-09-01,6.831
2017-10-01,6.877
2017-11-01,7.061
2017-12-01,7.1
2018-01-01,6.868
2018-02-01,6.766
2018-03-01,6.562
2018-04-01,6.664
2018-05-01,6.745
2018-06-01,6.694
2018-07-01,6.703
2018-08-01,6.74
2018-09-01,6.785
2018-10-01,6.989
2018-11-01,6.626
2018-12-01,6.623
2019-01-01,6.841
2019-02-01,6.785
2019-03-01,7.047
2019-04-01,6.725
2019-05-01,6.854
2019-06-01,6.761
2019-07-01,6.832
2019-08-01,6.678
2019-09-01,6.856
2019-10-01,6.873
2019-11-01,6.658
2019-12-01,6.84
2020-01-01,7.082
2020-02-01,7.27
2020-03-01,7.094
2020-04-01,6.937
2020-05-01,6.977
2020-06-01,6.754
2020-07-01,6.866
2020-08-01,6.749
2020-09-01,6.798
2020-10-01,6.692
2020-11-01,6.916
2020-12-01,6.734
2021-01-01,6.703
2021-02-01,6.606
2021-03-01,6.866
2021-04-01,6.971
2021-05-01,6.899
2021-06-01,6.764
2021-07-01,6.666
2021-08-01,6.83
2021-09-01,6.668
2021-10-01,6.83
2021-11-01,6.965
2021-12-01,6.725
2022-01-01,6.905
2022-02-01,7.229
2022-03-01,6.825
2022-04-01,6.83
2022-05-01,6.85
2022-06-01,6.91
2022-07-01,6.859
2022-08-01,6.733
2022-09-01,6.588
2022-10-01,6.808
2022-11-01,6.786
2022-12-01,6.585
